UserID,UserID,Name,Surname,Email,Gender,Age_Group,Age_Category,Race,Province,Instagram_Handles,Channel2,LocalTime_SAST,Duration 2
808021,null,None,None,Trudie 324@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808033,null,Jacinto ,Hoadley,Jacinto 252@gmail.com,male,30-39,Adult,white,Gauteng,@Jacinto 25,null,null,null
808044,null,Luanna ,Hoadley,Luanna 175@mailxyz.com,female,20-29,Adult,black,Western Cape,@Luanna 17,null,null,null
808085,null,None,None,Cordie 185@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
808105,null,None,None,Mellie 151@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
808109,null,None,None,Yolonda 423@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808120,null,None,None,Earline 175@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
808149,null,None,None,Teresia 172@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808179,null,Romeo ,Nicholls,Romeo 373@mail.com,male,40-49,Mid Adult,indian_asian,Western Cape,@Romeo 37,null,null,null
808206,null,None,None,Rebekah 483@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808211,null,Abel ,Jacox,Abel 182@gmail.com,male,20-29,Adult,black,Limpopo,@Abel 18,null,null,null
809333,809333,Bret ,Borelli,Bret 315@mailxyz.com,male,20-29,Adult,black,Gauteng,@Bret 31,E! Entertainment,3/9/2016 6:08,2026-04-16T00:01:38.000Z
1298176,null,None,None,Lesli 405@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
1365228,null,None,None,Luann 141@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1414207,null,None,None,Anette 461@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1463542,null,Eula ,Mccown,Eula 43@mail.com,female,19-Oct,Teenagers,white,Free State,@Eula 4,null,null,null
1493009,null,None,None,Alecia 402@gmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1553875,null,None,None,Tiffani 23@mail.com, ,0-9,Child/Infant, , ,None,null,null,null
1616382,null,None,None,Trudie 21@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1661754,null,Brendan ,Crotty,Brendan 452@gmail.com,male,20-29,Young Adults,black,Limpopo,@Brendan 45,null,null,null
1676019,null,None,None,Trudie 424@abcmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1707079,null,None,None,Anette 351@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1805542,null,None,None,Lesli 54@abcmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1826258,null,None,None,Lillie 192@gmail.com, ,0-9,Child/Infant, , ,None,null,null,null
2205521,2205521,Samuel ,Borelli,Samuel 261@yahoo.com,male,30-39,Adult,black,Eastern Cape,@Samuel 26,Africa Magic,3/3/2016 17:15,2026-04-16T00:01:45.000Z
2415185,2415185,Irving ,Wigfall,Irving 54@abcmail.com,male,20-29,Adult,black,Kwazulu Natal,@Irving 5,Trace TV,3/25/2016 16:00,2026-04-16T00:20:06.000Z
450,null,Malika ,Sieren,Malika 84@abcmail.com,female,30-39,Mid Adult,None,Eastern Cape,@Malika 8,null,null,null
805,null,Cordie ,Singer,Cordie 331@yahoo.com,female,20-29,Adult,white,Gauteng,@Cordie 33,null,null,null
1214,null,Irving ,Styer,Irving 53@mail.com,male,20-29,Young Adults,black,Mpumalanga,@Irving 5,null,null,null
2218,null,None,None,Loris 483@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
2768,null,None,None,Shandra 244@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
2811,null,None,None,Blanca 404@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3070,null,None,None,Loris 303@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3602,null,None,None,Lillie 393@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3603,null,None,None,Adela 492@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3723,null,None,None,Desirae 184@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3925,null,None,None,Minerva 241@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
4267,null,None,None,Shandra 291@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
4357,null,None,None,Desirae 272@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
4549,null,None,None,Nubia 291@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
4553,null,None,None,Meghann 23@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5105,null,None,None,Luann 145@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
5117,null,None,None,Gretta 444@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5126,null,None,None,Lesli 104@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5178,null,None,None,Earline 251@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
5771,null,None,None,Sharri 211@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
6013,null,None,None,Katharina 112@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
6188,null,None,None,Mellie 153@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
6306,null,None,None,Briana 35@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
6490,null,None,None,Alecia 292@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
6517,null,None,None,Bess 484@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
789318,789318,Claud ,Jacox,Claud 341@yahoo.com,male,30-39,Mid Adult,coloured,Western Cape,@Claud 34,ICC Cricket World Cup 2011,3/25/2016 14:47,2026-04-16T00:03:48.000Z
807935,null,None,None,Nubia 273@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
807975,null,None,None,Epifania 265@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
807976,null,None,None,Bess 25@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
807986,null,None,None,Zetta 22@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
807993,null,None,None,Shelley 435@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
807994,null,Randy ,Deblois,Randy 395@mailxyz.com,male,20-29,Adult,black,Mpumalanga,@Randy 39,null,null,null
808018,null,None,None,Seema 163@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808019,null,None,None,Nakita 261@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
808024,null,None,None,Emilie 392@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808029,null,None,None,Eula 121@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
808036,null,Robby ,Vital,Robby 164@abcmail.com,male,20-29,Young Adults,black,Kwazulu Natal,@Robby 16,null,null,null
808077,null,None,None,Minerva 53@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808083,null,Bernardo ,Wigfall,Bernardo 322@gmail.com,male,20-29,Young Adults,coloured,Gauteng,@Bernardo 32,null,null,null
808106,null,None,None,Roxane 504@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808107,null,None,None,Iva 184@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808111,null,Eli ,Paradis,Eli 293@mail.com,male,20-29,Young Adults,black,Gauteng,@Eli 29,null,null,null
808117,null,None,None,Blanca 421@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
808130,null,None,None,Blanca 373@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808131,null,None,None,Epifania 164@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808141,null,None,None,Iva 454@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808168,null,Eli ,Mcclaine,Eli 292@gmail.com,male,40-49,Mid Adult,black,Gauteng,@Eli 29,null,null,null
808169,null,None,None,Sharri 373@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808174,null,None,None,Irmgard 492@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808193,null,None,None,Malika 482@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808201,null,None,None,Krysta 294@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
1339762,null,Dee ,Bilyeu,Dee 211@yahoo.com,male,19-Oct,Teenagers,black,Gauteng,@Dee 21,null,null,null
1372244,null,None,None,Alecia 75@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
1394143,null,Kyle ,Langenfeld,Kyle 64@abcmail.com,male,20-29,Adult,black,Limpopo,@Kyle 6,null,null,null
1408424,null,None,None,Shelley 501@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1421966,null,None,None,Shelley 405@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
1470044,null,None,None,Felipa 284@abcmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1475333,null,None,None,Lillian 234@abcmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1541644,null,None,None,Blanca 204@abcmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1582057,null,None,None,Malika 205@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
1619460,null,Luanna ,Hoadley,Luanna 34@abcmail.com,female,20-29,Adult,black,Gauteng,@Luanna 3,null,null,null
1679020,null,None,None,Shelley 31@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1718526,null,None,None,Tiffani 453@mail.com, ,0-9,Child/Infant, , ,None,null,null,null
1732701,null,Emerson ,Bilyeu,Emerson 241@yahoo.com,male,30-39,Mid Adult, ,Gauteng,@Emerson 24,null,null,null
1751579,null,None,None,Earline 305@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
1779418,null,None,None,Alissa 55@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
1804252,null,None,None,Nakita 363@mail.com, ,0-9,Child/Infant, , ,None,null,null,null
1805040,null,None,None,Luanna 11@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1818315,null,Jared ,Mina,Jared 502@gmail.com,male,40-49,Mature Adult,white,Gauteng,@Jared 50,null,null,null
1829768,null,None,None,Yolonda 435@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
39,null,Wilburn ,Crotty,Wilburn 303@mail.com,male,50-59,Mature Adult,black,Eastern Cape,@Wilburn 30,null,null,null
135,null,Emerson ,Beville,Emerson 241@yahoo.com,male,40-49,Mature Adult,other,Gauteng,@Emerson 24,null,null,null
146,null,Filiberto ,Jacox,Filiberto 43@mail.com,male,40-49,Mature Adult,None,Western Cape,@Filiberto 4,null,null,null
385,null,Robby ,Slane,Robby 165@mailxyz.com,male,30-39,Mid Adult,black,Gauteng,@Robby 16,null,null,null
479,null,Hollis ,Beville,Hollis 384@abcmail.com,male,30-39,Adult,black,Gauteng,@Hollis 38,null,null,null
547,null,Donald ,Mcclaine,Donald 225@mailxyz.com,male,30-39,Adult,indian_asian,Gauteng,@Donald 22,null,null,null
854,null,Eli ,Mastrangelo,Eli 295@mailxyz.com,male,20-29,Adult,black,Free State,@Eli 29,null,null,null
916,null,Jacinto ,Tancredi,Jacinto 251@yahoo.com,male,20-29,Adult,black,Eastern Cape,@Jacinto 25,null,null,null
1081,null,Charlie ,Reisinger,Charlie 362@gmail.com,male,20-29,Adult,white,Gauteng,@Charlie 36,null,null,null
1264,null,Yong ,Luthy,Yong 484@abcmail.com,male,20-29,Young Adults,black,Free State,@Yong 48,null,null,null
1383,null,Valentine ,Tatham,Valentine 473@mail.com,male,19-Oct,Young Adults,black,Gauteng,@Valentine 47,null,null,null
1590,null,None,None,Minerva 115@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
1861,null,None,None,Teresia 434@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
2171,null,None,None,Irmgard 324@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
2497,null,None,None,Alecia 52@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
2798,null,None,None,Teresia 25@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
3109,null,None,None,Rebekah 212@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3121,null,None,None,Torrie 504@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3314,null,None,None,Epifania 213@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3363,null,None,None,Iva 23@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3679,null,None,None,Alecia 182@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3850,null,None,None,Malika 152@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3974,null,None,None,Roxana 94@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
4363,null,None,None,Shandra 133@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
4532,null,None,None,Meghann 195@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
4794,null,None,None,Lillie 114@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5032,null,None,None,Rebecka 111@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
5432,null,None,None,Tiffani 244@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5870,null,None,None,Mellie 443@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
6010,null,None,None,Lillian 34@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
6115,null,None,None,Adela 343@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
789122,789122,Yong ,Fudge,Yong 481@yahoo.com,male,20-29,Young Adults,black,Eastern Cape,@Yong 48,Channel O,2/2/2016 8:13,2026-04-16T00:13:48.000Z
807973,null,Brendan ,Curran,Brendan 451@yahoo.com,male,20-29,Young Adults,white,Mpumalanga,@Brendan 45,null,null,null
807996,null,None,None,Iva 291@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
808025,null,Carter ,Hoadley,Carter 32@gmail.com,male,40-49,Mid Adult,black,Mpumalanga,@Carter 3,null,null,null
808032,null,None,None,Blanca 302@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808035,null,None,None,Mellie 404@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808037,null,None,None,Cordie 351@yahoo.com,None,0-9,Child/Infant,None,Kwazulu Natal,None,null,null,null
808046,null,None,None,Meghann 294@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808047,null,None,None,Sharri 491@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
808055,null,None,None,Epifania 401@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
808078,null,None,None,Anette 24@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808100,null,None,None,Felipa 483@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808132,null,Dia ,Arrieta,Dia 75@mailxyz.com,female,30-39,Adult,black,Gauteng,@Dia 7,null,null,null
808148,null,Stephen ,Langenfeld,Stephen 154@abcmail.com,male,20-29,Adult,black,Limpopo,@Stephen 15,null,null,null
808194,null,Yong ,Roquemore,Yong 483@mail.com,male,20-29,Young Adults,black,Gauteng,@Yong 48,null,null,null
808196,null,None,None,Shelley 183@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808202,null,Cory ,Paradis,Cory 103@mail.com,male,20-29,Young Adults,coloured,Northern Cape,@Cory 10,null,null,null
808209,null,None,None,Lillie 55@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
810077,810077,Chas ,Singer,Chas 355@mailxyz.com,male,50-59,Pre_Retirement,coloured,Northern Cape,@Chas 35,Supersport Live Events,2/26/2016 18:41,2026-04-16T00:06:06.000Z
940586,940586,Bret ,Mastrangelo,Bret 314@abcmail.com,male,30-39,Adult,black,Gauteng,@Bret 31,CNN,3/28/2016 18:11,2026-04-16T00:00:00.000Z
1287933,null,Kip ,Arrieta,Kip 142@gmail.com,male,20-29,Adult,white,Northern Cape,@Kip 14,null,null,null
1316622,null,None,None,Gretta 155@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
1381172,null,None,None,Roxana 371@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1521131,null,None,None,Shelley 63@mail.com, ,0-9,Child/Infant, , ,None,null,null,null
1584807,null,Filiberto ,Borelli,Filiberto 45@mailxyz.com,male,20-29,Young Adults,white,Gauteng,@Filiberto 4,null,null,null
1610206,null,None,None,Lillian 112@gmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1635210,null,None,None,Blanca 62@gmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1636118,null,None,None,Irmgard 153@mail.com, ,0-9,Child/Infant, , ,None,null,null,null
1711786,null,None,None,Rebecka 253@mail.com, ,0-9,Child/Infant, , ,None,null,null,null
1713026,null,None,None,Lillian 472@gmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1731138,null,None,None,Minerva 11@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1737174,null,None,None,Lillian 475@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
1774230,null,None,None,Loris 362@gmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1797209,null,None,None,Roxana 235@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
2422252,2422252,Abel ,Slane,Abel 183@mail.com,male,40-49,Mid Adult,indian_asian,Gauteng,@Abel 18,SuperSport Live Events,2/13/2016 2:25,2026-04-16T00:06:20.000Z
107,null,Trudie ,Restivo,Trudie 502@gmail.com,female,40-49,Mature Adult,black,Gauteng,@Trudie 50,null,null,null
305,null,Jacinto ,Hier,Jacinto 254@abcmail.com,male,30-39,Mid Adult,black,Eastern Cape,@Jacinto 25,null,null,null
317,null,Lane ,Hier,Lane 111@yahoo.com,male,30-39,Mid Adult,black,North West,@Lane 11,null,null,null
537,null,Romeo ,Lavoie,Romeo 371@yahoo.com,male,30-39,Adult,coloured,Gauteng,@Romeo 37,null,null,null
655,null,Hugh,Mcculloch,Hugh15@mailxyz.com,male,30-39,Adult,white,Gauteng,@Hugh1,null,null,null
701,null,Trudie ,Restivo,Trudie 183@mail.com,female,30-39,Adult,black,Gauteng,@Trudie 18,null,null,null
857,null,Dee ,Borelli,Dee 213@mail.com,male,20-29,Adult,black,Eastern Cape,@Dee 21,null,null,null
870,null,Bret ,Roquemore,Bret 312@gmail.com,male,20-29,Adult,white,Free State,@Bret 31,null,null,null
1115,null,Adela ,Vital,Adela 165@mailxyz.com,female,20-29,Young Adults,black,Gauteng,@Adela 16,null,null,null
1497,null,None,None,None164@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
1518,null,None,None,Anette 34@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
1803,null,None,None,Lillie 205@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
1975,null,None,None,Katharina 13@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
2144,null,None,None,Malika 135@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
2275,null,None,None,Yolonda 365@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
2306,null,None,None,Desirae 323@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
2496,null,None,None,Luanna 443@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
2868,null,None,None,Lillie 483@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3947,null,None,None,Blanca 143@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
4167,null,None,None,Tiffani 13@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
4309,null,None,None,Teresia 335@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
4344,null,None,None,Mellie 182@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
4502,null,None,None,Shelley 255@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
5002,null,None,None,Nakita 12@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5045,null,None,None,Earline 424@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5055,null,None,None,Shandra 103@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5169,null,None,None,Rebecka 253@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5228,null,None,None,Meghann 54@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5453,null,None,None,Seema 271@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
5737,null,None,None,Alissa 82@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
6087,null,None,None,Winona 383@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
6327,null,None,None,Williemae 95@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
6480,null,None,None,Roxana 285@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
6552,null,None,None,Shandra 235@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
807952,null,Stephen ,Curran,Stephen 155@mailxyz.com,male,20-29,Adult,black,Limpopo,@Stephen 15,null,null,null
807970,null,Jacinto ,Pool,Jacinto 255@mailxyz.com,male,20-29,Adult,black,Gauteng,@Jacinto 25,null,null,null
808004,null,None,None,Lillie 373@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808008,null,Royal ,Mina,Royal 175@mailxyz.com,male,20-29,Young Adults,black,Gauteng,@Royal 17,null,null,null
808014,null,None,None,Earline 11@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
808082,null,Claud ,Sytsma,Claud 345@mailxyz.com,male,30-39,Adult,black,Gauteng,@Claud 34,null,null,null
808126,null,Stephen ,Biggers,Stephen 152@gmail.com,male,40-49,Mature Adult,other,Western Cape,@Stephen 15,null,null,null
808128,null,None,None,Desirae 434@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808153,null,None,None,Briana 183@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808154,null,None,None,Torrie 182@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808176,null,None,None,Cordie 471@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
808198,null,None,None,Minerva 73@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
809056,809056,Randy ,Mina,Randy 395@mailxyz.com,male,40-49,Mid Adult,coloured,Western Cape,@Randy 39,CNN,2/13/2016 2:00,2026-04-16T00:00:17.000Z
809871,809871,Chas ,Styer,Chas 353@mail.com,male,19-Oct,Teenagers,black,Kwazulu Natal,@Chas 35,Channel O,2/21/2016 20:46,2026-04-16T00:00:30.000Z
820627,820627,Jacinto ,Crotty,Jacinto 252@gmail.com,male,30-39,Adult,black,Gauteng,@Jacinto 25,Vuzu,3/9/2016 23:20,2026-04-16T00:01:36.000Z
893834,893834,Stacy ,Singer,Stacy 273@mail.com,male,20-29,Adult,black,Limpopo,@Stacy 27,Channel O,3/15/2016 17:19,2026-04-16T00:01:54.000Z
1310414,null,None,None,Nubia 483@mail.com, ,0-9,Child/Infant, , ,None,null,null,null
1320736,null,Kyle ,Shkreli,Kyle 61@yahoo.com,male,19-Oct,Child/Infant,white,Gauteng,@Kyle 6,null,null,null
1372513,null,None,None,Seema 273@mail.com, ,0-9,Child/Infant, , ,None,null,null,null
1509147,null,None,None,Irmgard 305@mailxyz.com, ,0-9,Child/Infant, , ,None,null,null,null
1560174,null,Earl ,Wigfall,Earl 424@abcmail.com,male,0-9,Child/Infant, ,Mpumalanga,@Earl 42,null,null,null
1591149,null,Dee ,Mastrangelo,Dee 214@abcmail.com,male,20-29,Adult,black,Mpumalanga,@Dee 21,null,null,null
1610747,null,Charlie ,Tancredi,Charlie 362@gmail.com,male,20-29,Young Adults,coloured,Western Cape,@Charlie 36,null,null,null
1682946,null,None,None,Sharri 222@gmail.com, ,0-9,Child/Infant, , ,None,null,null,null
1700317,null,Jacinto ,Beville,Jacinto 255@mailxyz.com,male,20-29,Young Adults,black,Limpopo,@Jacinto 25,null,null,null
1763607,null,None,None,Mellie 71@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1772754,null,None,None,Dia 291@yahoo.com, ,0-9,Child/Infant, , ,None,null,null,null
1820740,null,None,None,Luanna 163@mail.com, ,0-9,Child/Infant, , ,None,null,null,null
2092315,2092315,Efren ,Shkreli,Efren 132@gmail.com,male,50-59,Pre_Retirement,black,Kwazulu Natal,@Efren 13,Africa Magic,3/7/2016 7:37,2026-04-16T00:00:17.000Z
90,null,Stacy ,Sytsma,Stacy 273@mail.com,male,40-49,Mature Adult,coloured,Kwazulu Natal,@Stacy 27,null,null,null
666,null,Cody ,Luthy,Cody 123@mail.com,male,30-39,Adult,coloured,Mpumalanga,@Cody 12,null,null,null
696,null,Shelley ,Reisinger,Shelley 434@abcmail.com,female,30-39,Adult,white,Gauteng,@Shelley 43,null,null,null
775,null,Anette ,Leicht,Anette 394@abcmail.com,female,20-29,Adult,coloured,Gauteng,@Anette 39,null,null,null
1211,null,Carter ,Zweifel,Carter 33@mail.com,male,20-29,Young Adults,black,Gauteng,@Carter 3,null,null,null
1503,null,None,None,Zetta 91@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
1504,null,None,None,Cordie 144@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
1582,null,None,None,Bess 402@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
1703,null,None,None,Mellie 391@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
1971,null,None,None,Lillie 211@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
1986,null,None,None,Epifania 433@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
1998,null,None,None,Emilie 381@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
2480,null,None,None,Krysta 11@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
2952,null,None,None,Roxana 475@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
3116,null,None,None,Earline 225@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
3309,null,None,None,Cordie 192@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
3616,null,None,None,Emilie 52@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
4239,null,None,None,Loris 182@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
4728,null,None,None,Felipa 161@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
4927,null,None,None,Alissa 344@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5162,null,None,None,Yolonda 375@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
5244,null,None,None,Malika 82@gmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5276,null,None,None,Carlota 403@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5678,null,None,None,Trudie 214@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5801,null,None,None,Minerva 445@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
5902,null,None,None,Reagan 184@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
5997,null,None,None,Krysta 301@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
807938,null,None,None,Yolonda 423@mail.com,None,0-9,Child/Infant,None,None,None,null,null,null
807946,null,Cory ,Mastrangelo,Cory 101@yahoo.com,male,19-Oct,Young Adults,white,Kwazulu Natal,@Cory 10,null,null,null
807965,null,None,None,Emilie 131@yahoo.com,None,0-9,Child/Infant,None,None,None,null,null,null
807980,null,None,None,Gretta 425@mailxyz.com,None,0-9,Child/Infant,None,None,None,null,null,null
807997,null,Chas ,Marek,Chas 354@abcmail.com,male,20-29,Adult,None,Free State,@Chas 35,null,null,null
808070,null,None,None,Roxana 114@abcmail.com,None,0-9,Child/Infant,None,None,None,null,null,null
808073,null,Art ,Marek,Art 405@mailxyz.com,male,20-29,Adult,black,Gauteng,@Art 40,null,null,null
